,TimeStamp,30-Т масла откачки,31-Т слива масла из турбины,32-Т масла вх ГТД,33-Т ТГ до СК,34-Р масла нагнетания,35-Р масла откачки,36-Р за ОК 1,37-Р за ОК 2,38-Р ТГ перед ДГ,39-Вибрация ГГ,40-Вибрация СТ,41-% ДГ,42-Контроль ДГ,43-N РНД (Расч),44-N РВД (Расч),45-N РСТ (Расч),46 Т-возд вх ГГ (Расч),47-P возд за ГГ (расч),48-N РНД прив,49-N РВД прив,50-Т за ТНД макс,51-% НА КВД,52-% КПВ
129,2586,18.124,24.436,33.537,22.33,266.616,132.333,166.188,167.274,2893.369,1.888,0.812,12.421,12.554,3518.117,8898.716,1252.158,-11.451,167.62,3689.243,9335.64,402.535,7.533,5.07
130,2604,18.124,24.44,33.537,22.33,266.616,132.333,166.497,169.206,2895.972,1.891,0.812,12.421,12.539,3516.49,8898.324,1252.099,-11.451,166.731,3690.671,9335.173,402.471,7.439,5.15
131,2624,18.145,24.454,33.569,22.33,266.523,131.879,166.497,169.206,2899.993,1.891,0.808,12.424,12.539,3514.733,8897.799,1252.032,-11.451,167.851,3688.964,9334.763,402.439,7.439,5.15
132,2644,18.145,24.468,33.569,22.33,266.523,131.879,166.883,169.824,2904.351,1.888,0.805,12.421,12.529,3515.341,8897.151,1251.918,-11.451,167.851,3687.121,9334.211,402.422,7.622,5.178
133,2664,18.145,24.475,33.569,22.33,266.523,131.879,166.883,167.274,2906.53,1.881,0.805,12.421,12.554,3515.341,8897.151,1251.918,-11.451,168.354,3687.759,9333.532,402.298,7.65,4.992
134,2686,18.145,24.487,33.569,22.33,266.523,131.879,166.883,167.274,2913.675,1.881,0.805,12.421,12.554,3516.164,8896.963,1251.886,-11.445,167.079,3687.759,9333.532,402.235,7.65,4.992
135,2706,18.145,24.504,33.569,22.33,266.523,131.879,161.397,164.879,2917.741,1.877,0.801,12.421,12.56,3515.704,8896.132,1251.752,-11.442,167.079,3688.581,9333.23,402.204,7.57,5.072
136,2724,18.155,24.513,33.586,22.33,266.504,131.754,167.965,168.124,2919.774,1.874,0.801,12.421,12.566,3516.422,8896.092,1251.697,-11.441,163.138,3688.078,9332.307,402.188,7.681,5.07
137,2744,18.155,24.521,33.586,22.33,266.504,131.754,167.965,168.124,2924.56,1.874,0.801,12.418,12.566,3513.859,8895.763,1251.647,-11.44,168.044,3688.821,9332.239,402.18,7.681,5.07
138,2764,18.155,24.533,33.586,22.33,266.504,131.754,166.728,168.124,2929.486,1.872,0.803,12.418,12.597,3514.924,8895.386,1251.591,-11.44,168.044,3686.127,9331.881,402.177,7.711,5.125
139,2786,18.155,24.538,33.586,22.33,266.504,131.754,166.728,168.124,2931.949,1.872,0.803,12.418,12.597,3512.775,8895.063,1251.546,-11.439,167.426,3687.241,9331.479,402.175,7.711,5.125
140,2806,18.155,24.538,33.586,22.33,266.504,131.754,166.728,168.124,2931.949,1.872,0.803,12.418,12.597,3512.775,8895.063,1251.546,-11.439,167.426,3687.241,9331.479,402.175,7.711,5.125
141,2825,18.155,24.541,33.586,22.33,266.504,131.754,166.188,168.124,2933.181,1.872,0.803,12.418,12.576,3512.775,8895.063,1251.546,-11.439,167.426,3684.987,9331.136,402.174,7.681,5.25
142,2845,18.16,24.554,33.641,22.329,266.523,131.97,168.66,167.893,2937.628,1.877,0.796,12.421,12.579,3512.309,8894.879,1251.518,-11.439,167.156,3684.986,9331.135,402.173,7.567,5.2
143,2866,18.16,24.561,33.641,22.329,266.523,131.97,168.66,167.893,2939.851,1.877,0.796,12.421,12.579,3514.188,8894.604,1251.412,-11.428,168.276,3684.496,9330.941,402.064,7.567,5.2
144,2886,18.16,24.576,33.641,22.329,266.523,131.97,169.664,168.665,2944.793,1.879,0.796,12.421,12.579,3514.188,8894.604,1251.412,-11.422,168.276,3686.386,9330.444,402.01,7.856,5.203
145,2905,18.16,24.583,33.641,22.329,266.523,131.97,169.664,168.665,2947.265,1.879,0.796,12.421,12.579,3514.773,8894.806,1251.348,-11.419,169.165,3686.345,9330.341,401.983,7.856,5.203
146,2924,18.16,24.591,33.641,22.329,266.523,131.97,171.364,170.674,2948.5,1.881,0.796,12.421,12.551,3514.773,8894.806,1251.348,-11.417,169.165,3686.938,9330.501,401.969,7.795,5.253
147,2945,18.209,24.595,33.669,22.329,266.495,132.319,166.574,170.674,2957.212,1.881,0.796,12.418,12.529,3513.627,8894.47,1251.269,-11.417,171.019,3686.928,9330.476,401.846,7.795,5.253
148,2964,18.209,24.608,33.669,22.329,266.495,132.319,166.574,168.047,2964.102,1.877,0.793,12.415,12.529,3511.42,8894.133,1251.253,-11.416,168.624,3685.721,9330.11,401.784,7.795,5.175
149,2986,18.209,24.615,33.669,22.329,266.495,132.319,170.36,168.974,2967.546,1.872,0.796,12.415,12.511,3514.392,8894.24,1251.213,-11.416,167.311,3683.403,9329.75,401.753,7.567,5.253
150,3005,18.209,24.618,33.669,22.329,266.495,132.319,167.347,168.974,2973.964,1.872,0.796,12.418,12.502,3512.569,8894.133,1251.192,-11.416,169.667,3686.519,9329.86,401.738,7.561,5.253
151,3024,18.234,24.631,33.683,22.329,266.397,132.707,167.347,169.361,2979.954,1.872,0.791,12.421,12.502,3514.047,8894.294,1251.172,-11.416,168.16,3684.605,9329.745,401.73,7.561,5.197
152,3044,18.234,24.65,33.683,22.329,266.397,132.707,167.656,169.901,2982.949,1.874,0.793,12.421,12.471,3513.833,8894.294,1251.166,-11.416,168.354,3686.156,9329.913,401.726,7.547,5.139
153,3064,18.234,24.659,33.683,22.329,266.397,132.707,162.943,169.901,2989.636,1.874,0.793,12.421,12.458,3513.833,8894.294,1251.166,-11.416,168.779,3685.931,9329.913,401.724,7.739,5.139
154,3085,18.234,24.667,33.683,22.329,266.397,132.707,162.943,166.579,2997.923,1.874,0.791,12.427,12.458,3516.068,8894.321,1251.133,-11.416,166.422,3685.931,9329.912,401.631,7.739,5.07
155,3105,18.234,24.667,33.683,22.329,266.397,132.707,162.943,166.579,2997.923,1.874,0.791,12.427,12.458,3516.068,8894.321,1251.133,-11.416,166.422,3685.931,9329.912,401.631,7.739,5.07
156,3126,18.234,24.683,33.683,22.329,266.397,132.707,170.437,170.906,3002.066,1.881,0.789,12.427,12.455,3515.17,8894.663,1251.13,-11.416,164.761,3688.275,9329.94,401.585,7.647,5.072
157,3144,18.282,24.691,33.69,22.329,266.302,132.993,170.746,170.906,3005.621,1.879,0.789,12.421,12.43,3514.276,8894.887,1251.131,-11.416,170.671,3687.334,9330.299,401.52,7.592,5.095
158,3164,18.282,24.695,33.69,22.329,266.302,132.993,170.746,170.829,3009.808,1.879,0.789,12.418,12.43,3517.748,8894.865,1251.13,-11.416,170.826,3686.396,9330.534,401.446,7.592,5.095
159,3185,18.282,24.697,33.69,22.329,266.302,132.993,170.746,170.829,3011.901,1.879,0.789,12.418,12.43,3511.833,8895.063,1251.137,-11.41,170.787,3690.037,9330.512,401.409,7.592,5.095
160,3206,18.282,24.709,33.69,22.329,266.302,132.993,170.978,170.829,3018.756,1.869,0.786,12.427,12.403,3511.833,8895.063,1251.137,-11.407,170.787,3683.792,9330.615,401.39,7.536,5.125
161,3227,18.306,24.712,33.752,22.318,266.218,132.858,170.978,170.829,3024.902,1.869,0.784,12.421,12.403,3515.241,8895.458,1251.158,-11.406,170.903,3683.771,9330.563,401.381,7.536,5.125
162,3245,18.306,24.713,33.752,22.318,266.218,132.858,169.587,172.451,3027.975,1.865,0.789,12.418,12.384,3515.781,8896.383,1251.193,-11.405,170.903,3687.337,9330.953,401.376,7.564,5.128
163,3265,18.306,24.714,33.752,22.318,266.218,132.858,168.274,172.451,3030.377,1.865,0.789,12.418,12.369,3515.781,8896.383,1251.193,-11.405,171.019,3687.897,9331.909,401.349,7.633,5.203
164,3287,18.306,24.718,33.752,22.318,266.218,132.858,168.274,172.374,3037.509,1.865,0.784,12.418,12.369,3517.542,8896.914,1251.226,-11.404,170.362,3687.895,9331.902,401.335,7.633,5.203
165,3304,18.306,24.72,33.752,22.318,266.218,132.858,168.274,172.374,3041.075,1.865,0.784,12.418,12.369,3517.214,8897.475,1251.265,-11.393,170.324,3689.741,9332.457,401.328,7.633,5.203
166,3324,18.317,24.717,33.784,22.312,266.166,133.078,167.115,170.21,3043.167,1.867,0.786,12.421,12.325,3517.214,8897.475,1251.265,-11.387,170.324,3689.314,9332.836,401.325,7.608,5.253
167,3344,18.317,24.708,33.784,22.312,266.166,133.078,167.115,171.678,3044.708,1.865,0.784,12.424,12.325,3517.581,8898.459,1251.326,-11.384,168.663,3689.273,9332.732,401.323,7.608,5.175
168,3364,18.317,24.703,33.784,22.312,266.166,133.078,171.596,169.979,3045.478,1.867,0.784,12.424,12.304,3518.877,8899.12,1251.363,-11.382,169.397,3689.637,9333.712,401.322,7.761,5.2
169,3385,18.317,24.703,33.784,22.312,266.166,133.078,171.596,169.979,3045.478,1.867,0.784,12.424,12.304,3518.877,8899.12,1251.363,-11.382,169.397,3689.637,9333.712,401.322,7.761,5.2
170,3405,18.317,24.701,33.784,22.312,266.166,133.078,171.596,169.979,3045.863,1.867,0.784,12.424,12.304,3518.935,8899.336,1251.399,-11.382,170.787,3690.987,9334.38,401.322,7.761,5.2
171,3425,18.317,24.704,33.784,22.312,266.166,133.078,170.051,173.919,3049.33,1.869,0.784,12.421,12.319,3518.935,8899.336,1251.399,-11.381,170.787,3691.042,9334.592,401.322,7.597,5.253
172,3445,18.323,24.709,33.799,22.309,266.159,134.208,167.347,167.274,3051.064,1.869,0.784,12.421,12.279,3523.272,8899.781,1251.482,-11.381,171.985,3691.04,9334.586,401.322,7.481,5.228
173,3465,18.323,24.715,33.799,22.309,266.159,134.208,173.064,167.274,3050.51,1.869,0.782,12.418,12.279,3523.315,8899.835,1251.513,-11.381,167.311,3695.587,9335.05,401.347,7.608,5.228
174,3489,18.323,24.719,33.799,22.309,266.159,134.208,173.064,167.274,3050.232,1.869,0.782,12.418,12.279,3523.315,8900.435,1251.527,-11.381,170.169,3695.632,9335.104,401.359,7.608,5.228
175,3504,18.323,24.728,33.799,22.309,266.159,134.208,173.064,172.76,3051.577,1.867,0.779,12.418,12.298,3523.315,8900.435,1251.527,-11.381,170.169,3695.632,9335.732,401.365,7.608,5.225
176,3523,18.35,24.733,33.855,22.307,266.127,134.643,169.201,171.524,3052.249,1.862,0.779,12.418,12.31,3518.862,8901.4,1251.648,-11.375,172.912,3695.631,9335.731,401.369,7.739,5.253
177,3544,18.35,24.735,33.855,22.307,266.127,134.643,169.433,171.524,3051.658,1.862,0.779,12.396,12.31,3519.55,8901.644,1251.694,-11.372,170.362,3690.919,9336.642,401.395,7.789,5.253
178,3564,18.35,24.759,33.855,22.307,266.127,134.643,169.433,171.369,3050.807,1.858,0.779,12.403,12.313,3522.351,8902.291,1251.718,-11.371,170.478,3691.62,9336.845,401.408,7.789,5.25
179,3583,18.35,24.772,33.855,22.307,266.127,134.643,169.742,171.447,3050.381,1.853,0.779,12.403,12.316,3518.72,8902.548,1251.804,-11.37,170.401,3694.548,9337.497,401.415,7.823,5.225
180,3603,18.35,24.774,33.855,22.307,266.127,134.643,171.673,171.447,3049.365,1.853,0.779,12.4,12.316,3523.612,8903.276,1251.857,-11.37,170.594,3690.735,9337.754,401.418,7.575,5.225
181,3623,18.363,24.787,33.882,22.307,266.093,134.063,171.673,172.374,3046.385,1.853,0.779,12.4,12.329,3521.4,8903.695,1251.912,-11.37,171.56,3695.864,9338.512,401.42,7.575,5.15
182,3643,18.363,24.793,33.882,22.307,266.093,134.063,171.441,172.606,3044.896,1.858,0.779,12.4,12.322,3523.844,8903.93,1251.945,-11.364,172.023,3693.542,9338.948,401.421,7.57,5.122
183,3663,18.363,24.793,33.882,22.307,266.093,134.063,171.441,172.606,3044.896,1.858,0.779,12.4,12.322,3523.844,8903.93,1251.945,-11.364,172.023,3693.542,9338.948,401.421,7.57,5.122
184,3685,18.363,24.804,33.882,22.307,266.093,134.063,169.819,172.606,3044.954,1.858,0.775,12.4,12.322,3523.844,8904.491,1252.033,-11.361,172.023,3696.064,9339.089,401.421,7.5,5.122
185,3705,18.363,24.817,33.882,22.307,266.093,134.063,169.819,172.683,3042.82,1.86,0.772,12.396,12.325,3523.791,8905.604,1252.135,-11.359,171.212,3696.043,9339.625,401.563,7.5,5.278
186,3724,18.363,24.824,33.882,22.307,266.093,134.063,171.055,170.674,3041.754,1.865,0.772,12.396,12.329,3525.478,8906.253,1252.229,-11.359,171.251,3695.976,9340.766,401.634,7.567,5.281
187,3743,18.37,24.835,33.896,22.306,266.122,133.672,171.055,170.674,3040.726,1.865,0.772,12.396,12.329,3526.17,8906.788,1252.294,-11.358,170.865,3697.741,9341.434,401.67,7.525,5.281
188,3763,18.37,24.844,33.896,22.306,266.122,133.672,171.055,172.528,3037.555,1.862,0.775,12.4,12.332,3529.637,8907.267,1252.362,-11.358,170.865,3698.465,9341.988,401.779,7.525,5.25
189,3785,18.37,24.849,33.896,22.306,266.122,133.672,169.046,170.983,3035.97,1.862,0.775,12.4,12.322,3525.465,8907.369,1252.426,-11.358,171.792,3702.099,9342.487,401.834,7.711,5.111
190,3804,18.37,24.859,33.896,22.306,266.122,133.672,170.669,170.983,3032.644,1.862,0.772,12.396,12.322,3527.591,8908.612,1252.554,-11.358,170.015,3697.723,9342.593,401.862,7.706,5.111
191,3823,18.408,24.875,33.962,22.306,266.137,134.088,170.669,167.661,3030.61,1.862,0.768,12.4,12.319,3528.524,8909.274,1252.616,-11.352,170.826,3699.953,9343.896,401.875,7.706,5.228
192,3843,18.408,24.884,33.962,22.306,266.137,134.088,170.746,171.833,3029.594,1.858,0.768,12.4,12.335,3528.524,8909.274,1252.616,-11.349,169.165,3700.89,9344.485,401.882,7.714,5.2
193,3863,18.408,24.892,33.962,22.306,266.137,134.088,169.355,171.833,3027.293,1.858,0.77,12.396,12.335,3525.687,8909.612,1252.745,-11.348,171.29,3700.869,9344.434,401.994,7.711,5.2
194,3884,18.408,24.899,33.962,22.306,266.137,134.088,169.355,172.451,3022.621,1.858,0.765,12.4,12.325,3528.073,8910.086,1252.807,-11.347,170.594,3697.883,9344.762,402.05,7.711,5.125
195,3904,18.408,24.899,33.962,22.306,266.137,134.088,169.355,172.451,3022.621,1.858,0.765,12.4,12.325,3528.073,8910.086,1252.807,-11.347,170.594,3697.883,9344.762,402.05,7.711,5.125
196,3923,18.408,24.903,33.962,22.306,266.137,134.088,171.055,170.21,3020.285,1.855,0.765,12.4,12.322,3528.345,8910.213,1252.84,-11.347,170.903,3700.38,9345.245,402.078,7.536,5.384
197,3945,18.428,24.917,33.995,22.306,266.116,134.527,169.973,170.21,3018.685,1.855,0.768,12.396,12.322,3529.345,8910.633,1252.902,-11.346,170.633,3700.663,9345.372,402.092,7.62,5.384
198,3963,18.428,24.931,33.995,22.306,266.116,134.527,169.973,171.292,3014.918,1.858,0.768,12.396,12.322,3528.639,8911.263,1252.985,-11.346,170.092,3701.711,9345.81,402.099,7.62,5.359
199,3985,18.428,24.939,33.995,22.306,266.116,134.527,169.973,170.906,3013.036,1.862,0.768,12.396,12.316,3530.815,8911.357,1253.041,-11.346,170.633,3700.97,9346.469,402.103,7.736,5.434
200,4005,18.428,24.942,33.995,22.306,266.116,134.527,169.973,170.906,3012.094,1.862,0.768,12.396,12.316,3530.815,8911.357,1253.041,-11.346,170.44,3703.251,9346.567,402.104,7.736,5.434
201,4023,18.437,24.956,34.012,22.306,266.097,134.84,168.892,168.433,3008.287,1.865,0.765,12.4,12.285,3530.815,8911.357,1253.041,-11.346,170.44,3703.251,9346.567,402.105,7.622,5.331
202,4043,18.437,24.962,34.012,22.306,266.097,134.84,169.896,170.597,3006.383,1.869,0.765,12.4,12.301,3530.452,8912.521,1253.202,-11.346,168.663,3703.251,9346.567,402.198,7.597,5.303
203,4063,18.437,24.97,34.012,22.306,266.097,134.84,166.96,170.597,3001.91,1.869,0.76,12.396,12.301,3532.209,8913.075,1253.292,-11.346,170.246,3702.871,9347.787,402.244,7.444,5.303
204,4085,18.437,24.973,34.012,22.306,266.097,134.84,166.96,170.597,2999.673,1.869,0.76,12.396,12.301,3530.804,8912.615,1253.312,-11.346,168.779,3704.714,9348.369,402.267,7.444,5.303
205,4103,18.437,24.987,34.012,22.306,266.097,134.84,166.96,171.601,2994.971,1.877,0.763,12.396,12.298,3530.804,8912.615,1253.312,-11.346,168.779,3703.24,9347.887,402.278,7.444,5.331
206,4123,18.478,24.993,34.068,22.306,266.115,135.488,170.592,171.138,2992.62,1.874,0.763,12.396,12.27,3530.981,8913.156,1253.372,-11.34,169.281,3703.24,9347.887,402.284,7.625,5.434
207,4143,18.478,25.001,34.068,22.306,266.115,135.488,170.669,171.138,2990.208,1.874,0.765,12.396,12.27,3531.362,8913.346,1253.412,-11.337,170.865,3703.384,9348.349,402.404,7.595,5.434
208,4163,18.478,25.012,34.068,22.306,266.115,135.488,170.669,171.601,2986.902,1.872,0.765,12.396,12.295,3530.276,8913.766,1253.45,-11.336,170.903,3703.763,9348.496,402.464,7.595,5.3
209,4183,18.478,25.018,34.068,22.306,266.115,135.488,170.282,174.46,2985.249,1.872,0.765,12.396,12.291,3529.135,8913.725,1253.482,-11.335,171.135,3702.614,9348.91,402.494,7.514,5.356
210,4203,18.478,25.028,34.068,22.306,266.115,135.488,171.75,174.46,2979.232,1.872,0.768,12.4,12.291,3529.135,8913.725,1253.482,-11.335,172.371,3701.413,9348.854,402.509,7.595,5.356
211,4223,18.498,25.037,34.095,22.294,266.17,135.839,171.75,170.52,2976.038,1.869,0.765,12.396,12.267,3532.885,8914.055,1253.579,-11.335,173.105,3701.41,9348.849,402.516,7.595,5.311
212,4243,18.498,25.042,34.095,22.294,266.17,135.839,170.592,170.133,2974.441,1.869,0.765,12.396,12.279,3532.885,8914.055,1253.579,-11.335,171.135,3705.342,9349.191,402.52,7.678,5.306
213,4263,18.498,25.056,34.095,22.294,266.17,135.839,168.119,170.133,2971.418,1.869,0.765,12.396,12.279,3533.253,8914.334,1253.634,-11.335,170.362,3705.341,9349.189,402.522,7.728,5.306
214,4283,18.498,25.066,34.095,22.294,266.17,135.839,168.119,169.361,2967.745,1.874,0.765,12.4,12.279,3533.227,8914.293,1253.658,-11.335,169.126,3705.727,9349.482,402.598,7.728,5.309
215,4303,18.498,25.072,34.095,22.294,266.17,135.839,170.205,170.365,2965.908,1.877,0.765,12.4,12.288,3531.256,8914.388,1253.68,-11.335,168.74,3705.699,9349.438,402.636,7.753,5.359
216,4323,18.508,25.075,34.109,22.288,266.207,135.746,170.205,170.365,2964.989,1.877,0.765,12.4,12.288,3533.504,8914.415,1253.702,-11.335,170.285,3703.632,9349.537,402.73,7.753,5.359
217,4343,18.508,25.08,34.109,22.288,266.207,135.746,168.042,170.365,2961.44,1.877,0.765,12.4,12.288,3533.504,8914.415,1253.702,-11.335,170.285,3705.99,9349.566,402.777,7.642,5.359
218,4364,18.508,25.08,34.109,22.288,266.207,135.746,168.042,170.365,2961.44,1.877,0.765,12.4,12.288,3533.504,8914.415,1253.702,-11.335,170.285,3705.99,9349.566,402.777,7.642,5.359
219,4387,18.508,25.09,34.109,22.288,266.207,135.746,168.042,169.052,2959.419,1.881,0.768,12.4,12.285,3532.43,8914.239,1253.742,-11.335,169.203,3705.99,9349.566,402.892,7.642,5.331
220,4406,18.508,25.095,34.109,22.288,266.207,135.746,168.737,169.283,2958.408,1.886,0.768,12.4,12.288,3532.376,8914.239,1253.742,-11.335,168.547,3704.863,9349.382,402.95,7.647,5.256
221,4424,18.56,25.094,34.164,22.285,266.189,135.366,168.351,170.288,2950.612,1.888,0.765,12.4,12.304,3532.416,8914.231,1253.776,-11.335,169.01,3704.807,9349.382,402.979,7.497,5.381
222,4444,18.56,25.093,34.164,22.285,266.189,135.366,168.737,170.288,2946.714,1.891,0.765,12.4,12.313,3531.879,8914.313,1253.801,-11.346,169.319,3704.848,9349.373,402.993,7.531,5.331
223,4463,18.56,25.089,34.164,22.285,266.189,135.366,170.282,170.288,2942.788,1.891,0.765,12.4,12.313,3532.299,8913.995,1253.81,-11.352,169.512,3704.368,9349.667,403.067,7.422,5.331
224,4487,18.56,25.087,34.164,22.285,266.189,135.366,170.282,170.288,2940.824,1.891,0.765,12.4,12.313,3531.634,8914.447,1253.817,-11.355,170.285,3704.849,9349.437,403.105,7.422,5.331
225,4504,18.56,25.094,34.164,22.285,266.189,135.366,170.282,170.365,2936.321,1.888,0.765,12.396,12.335,3531.634,8914.447,1253.817,-11.356,170.285,3704.172,9349.962,403.123,7.422,5.306
226,4523,18.586,25.097,34.191,22.284,266.179,135.176,167.347,169.052,2934.069,1.884,0.765,12.396,12.332,3532.206,8914.556,1253.821,-11.357,170.324,3704.183,9349.988,403.132,7.653,5.459
227,4543,18.586,25.103,34.191,22.284,266.179,135.176,170.128,170.674,2926.208,1.881,0.765,12.4,12.35,3532.017,8914.05,1253.821,-11.357,168.199,3704.787,9350.116,403.137,7.567,5.387
228,4563,18.586,25.105,34.191,22.284,266.179,135.176,170.128,170.674,2922.278,1.881,0.765,12.4,12.35,3532.186,8913.86,1253.816,-11.358,170.401,3704.592,9349.591,403.139,7.567,5.387
229,4583,18.586,25.105,34.191,22.284,266.179,135.176,170.128,170.674,2922.278,1.881,0.765,12.4,12.35,3532.186,8913.86,1253.816,-11.358,170.401,3704.592,9349.591,403.139,7.567,5.387
230,4603,18.586,25.107,34.191,22.284,266.179,135.176,165.415,169.129,2919.269,1.869,0.765,12.4,12.359,3533.132,8914.157,1253.804,-11.358,168.354,3704.771,9349.397,403.141,7.403,5.306
231,4623,18.599,25.119,34.204,22.283,266.249,134.793,165.415,170.674,2916.398,1.869,0.765,12.4,12.384,3533.132,8914.157,1253.804,-11.358,167.272,3705.763,9349.71,403.141,7.403,5.409
232,4643,18.599,25.125,34.204,22.283,266.249,134.793,168.505,169.206,2914.963,1.872,0.765,12.4,12.381,3531.204,8913.616,1253.779,-11.358,168.045,3705.763,9349.71,403.141,7.578,5.434
233,4664,18.599,25.132,34.204,22.283,266.249,134.793,168.815,169.206,2912.763,1.872,0.765,12.4,12.381,3530.607,8913.373,1253.76,-11.358,168.856,3703.741,9349.143,403.175,7.567,5.434
234,4686,18.599,25.136,34.204,22.283,266.249,134.793,168.815,168.974,2908.264,1.872,0.765,12.4,12.4,3532.868,8913.089,1253.739,-11.358,169.01,3703.115,9348.888,403.192,7.567,5.331
235,4705,18.599,25.136,34.204,22.283,266.249,134.793,168.815,168.974,2908.264,1.872,0.765,12.4,12.4,3532.868,8913.089,1253.739,-11.358,169.01,3703.115,9348.888,403.192,7.567,5.331
236,4724,18.599,25.137,34.204,22.283,266.249,134.793,165.183,170.442,2906.015,1.874,0.765,12.4,12.39,3529.621,8912.75,1253.72,-11.358,168.894,3705.486,9348.59,403.2,7.642,5.359
237,4745,18.605,25.161,34.211,22.283,266.265,135.427,164.72,170.442,2901.554,1.874,0.765,12.396,12.39,3530.123,8912.574,1253.695,-11.358,167.813,3702.081,9348.234,403.246,7.736,5.359
238,4766,18.605,25.173,34.211,22.283,266.265,135.427,164.72,162.948,2898.891,1.874,0.765,12.403,12.415,3530.612,8911.547,1253.646,-11.358,167.581,3702.608,9348.05,403.269,7.736,5.306
239,4785,18.605,25.179,34.211,22.283,266.265,135.427,164.72,162.948,2897.56,1.874,0.765,12.403,12.415,3530.612,8911.547,1253.646,-11.358,163.834,3703.12,9346.972,403.28,7.736,5.306
240,4804,18.605,25.182,34.211,22.283,266.265,135.427,166.883,170.365,2896.894,1.879,0.765,12.403,12.434,3530.612,8911.547,1253.646,-11.358,163.834,3703.12,9346.972,403.286,7.767,5.256
241,4826,18.644,25.203,34.262,22.283,266.301,136.606,167.578,166.502,2890.32,1.877,0.763,12.396,12.461,3527.944,8911.235,1253.581,-11.358,168.624,3703.12,9346.972,403.289,7.57,5.25
242,4846,18.644,25.214,34.262,22.283,266.301,136.606,167.269,168.742,2887.034,1.869,0.763,12.396,12.458,3529.09,8910.56,1253.531,-11.358,167.04,3700.322,9346.646,403.29,7.55,5.334
243,4865,18.644,25.226,34.262,22.283,266.301,136.606,167.269,168.742,2883.537,1.869,0.758,12.396,12.458,3528.81,8910.262,1253.472,-11.358,168.006,3701.524,9345.937,403.291,7.734,5.334
244,4887,18.644,25.233,34.262,22.283,266.301,136.606,167.269,168.742,2881.788,1.869,0.758,12.396,12.458,3528.995,8909.78,1253.429,-11.358,168.006,3701.23,9345.624,403.258,7.734,5.334
