,TimeStamp,30 Температура масла в магистрали общей откачки (поз. Тм),31 Температура слива масла из опоры турбины (поз. Т606),32 Температура масла на входе в двигатель за фильтром (поз. Т607),33 Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг),34 Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм),35 Давление масла в магистрали общей откачки (поз. Р615),36 Давление за ОК Pk1,37 Давление за ОК Pk2,38 Давление топливного газа перед дозаторами (поз. Pтг1.1),39 Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1),40 Вибрация корпуса силовой турбины (гориз.) (поз. В2),"41 Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ)",42 Контроль управления дозатором газа ДГ ,43 Частота вращения РНД (Расчетная),44 Частота вращения РВД (Расчетная),45 Частота вращения РСТ (Расчетная),46 Температура воздуха на входе в газогенератор (Расчетная),47 Давление воздуха за компрессором (Расчетная),48 Частота вращения РНД приведенная,49 Частота вращения РВД приведенная,50 Температура газов за ТНД максимальная (Расчетная),51 Положение лопаток НА КВД. (поз. A2),52 Положение КПВ (поз. A3)
124,2486,18.514,22.063,26.737,13.345,291.473,109.711,164.405,170.282,2970.745,2.121,1.907,10.954,11.018,3487.687,8774.305,1213.364,-22.456,167.344,3738.184,9404.505,376.519,7.87,4.889
125,2509,18.514,22.064,26.737,13.345,291.473,109.711,164.405,170.282,2970.562,2.121,1.907,10.954,11.018,3487.687,8774.305,1213.364,-22.457,167.344,3738.196,9404.533,376.513,7.87,4.889
126,2529,18.539,22.089,26.757,13.339,291.393,110.266,167.11,167.578,2981.416,2.128,1.912,10.954,10.978,3487.687,8774.305,1213.364,-22.457,167.344,3738.201,9404.547,376.509,7.764,4.942
127,2549,18.539,22.102,26.757,13.339,291.393,110.266,167.11,167.578,2986.843,2.128,1.912,10.954,10.978,3489.698,8774.525,1213.295,-22.458,167.344,3738.204,9404.554,376.474,7.764,4.942
128,2569,18.539,22.108,26.757,13.339,291.393,110.266,167.11,167.578,2989.557,2.128,1.912,10.954,10.978,3489.698,8774.525,1213.295,-22.458,167.344,3740.361,9404.795,376.457,7.764,4.942
129,2587,18.539,22.112,26.757,13.339,291.393,110.266,167.11,167.578,2990.913,2.128,1.912,10.954,10.978,3489.698,8774.525,1213.295,-22.458,167.344,3740.362,9404.797,376.448,7.764,4.942
130,2609,18.539,22.113,26.757,13.339,291.393,110.266,167.11,167.578,2991.592,2.128,1.912,10.954,10.978,3489.698,8774.525,1213.295,-22.458,167.344,3740.362,9404.797,376.444,7.764,4.942
131,2629,18.552,22.123,26.837,13.336,291.334,109.524,168.424,166.806,2968.556,2.126,1.912,10.95,10.95,3489.698,8774.525,1213.295,-22.458,167.344,3740.362,9404.797,376.441,7.656,4.994
132,2649,18.552,22.129,26.837,13.336,291.334,109.524,168.424,166.806,2957.038,2.126,1.912,10.95,10.95,3489.08,8773.528,1213.287,-22.458,167.615,3740.363,9404.798,376.44,7.656,4.994
133,2669,18.552,22.131,26.837,13.336,291.334,109.524,168.424,166.806,2951.279,2.126,1.912,10.95,10.95,3489.08,8773.528,1213.287,-22.458,167.615,3739.7,9403.729,376.44,7.656,4.994
134,2687,18.552,22.132,26.837,13.336,291.334,109.524,168.424,166.806,2948.399,2.126,1.912,10.95,10.95,3489.08,8773.528,1213.287,-22.458,167.615,3739.7,9403.729,376.44,7.656,4.994
135,2707,18.552,22.133,26.837,13.336,291.334,109.524,168.424,166.806,2946.959,2.126,1.912,10.95,10.95,3489.08,8773.528,1213.287,-22.458,167.615,3739.7,9403.729,376.439,7.656,4.994
136,2729,18.552,22.133,26.837,13.336,291.334,109.524,168.424,166.806,2946.24,2.126,1.912,10.95,10.95,3489.08,8773.528,1213.287,-22.458,167.615,3739.7,9403.729,376.439,7.656,4.994
137,2749,18.582,22.13,26.877,13.358,291.296,108.208,167.187,169.046,2949.961,2.128,1.909,10.954,10.922,3489.08,8773.528,1213.287,-22.458,167.615,3739.7,9403.729,376.439,7.817,5.047
138,2769,18.582,22.129,26.877,13.358,291.296,108.208,167.187,169.046,2951.822,2.128,1.909,10.954,10.922,3489.278,8773.911,1213.321,-22.458,168.117,3739.7,9403.729,376.423,7.817,5.047
139,2787,18.582,22.128,26.877,13.358,291.296,108.208,167.187,169.046,2952.752,2.128,1.909,10.954,10.922,3489.278,8773.911,1213.321,-22.458,168.117,3739.912,9404.14,376.414,7.817,5.047
140,2809,18.582,22.128,26.877,13.358,291.296,108.208,167.187,169.046,2953.217,2.128,1.909,10.954,10.922,3489.278,8773.911,1213.321,-22.458,168.117,3739.912,9404.14,376.41,7.817,5.047
141,2829,18.582,22.128,26.877,13.358,291.296,108.208,164.018,171.673,2990.492,2.126,1.9,10.95,10.916,3489.278,8773.911,1213.321,-22.458,168.117,3739.912,9404.14,376.408,7.786,4.994
142,2849,18.597,22.127,26.898,13.37,291.249,107.429,164.018,171.673,3009.129,2.126,1.9,10.95,10.916,3489.69,8774.291,1213.369,-22.464,167.846,3739.912,9404.14,376.398,7.786,4.994
143,2869,18.597,22.127,26.898,13.37,291.249,107.429,164.018,171.673,3018.447,2.126,1.9,10.95,10.916,3489.69,8774.291,1213.369,-22.467,167.846,3740.397,9404.655,376.394,7.786,4.994
144,2889,18.597,22.127,26.898,13.37,291.249,107.429,164.018,171.673,3023.106,2.126,1.9,10.95,10.916,3489.69,8774.291,1213.369,-22.468,167.846,3740.419,9404.711,376.391,7.786,4.994
145,2909,18.597,22.127,26.898,13.37,291.249,107.429,164.018,171.673,3025.436,2.126,1.9,10.95,10.916,3489.69,8774.291,1213.369,-22.469,167.846,3740.43,9404.738,376.39,7.786,4.994
146,2929,18.597,22.127,26.898,13.37,291.249,107.429,164.018,171.673,3026.601,2.126,1.9,10.95,10.916,3489.69,8774.291,1213.369,-22.469,167.846,3740.436,9404.752,376.39,7.786,4.994
147,2949,18.604,22.143,26.908,13.375,291.225,107.04,164.636,168.737,3025.514,2.126,1.898,10.95,10.91,3489.69,8774.291,1213.369,-22.469,167.846,3740.438,9404.758,376.389,7.645,4.969
148,2969,18.604,22.151,26.908,13.375,291.225,107.04,164.636,168.737,3024.97,2.126,1.898,10.95,10.91,3490.315,8774.566,1213.423,-22.475,166.687,3740.439,9404.761,376.414,7.645,4.969
149,2989,18.604,22.155,26.908,13.375,291.225,107.04,164.636,168.737,3024.698,2.126,1.898,10.95,10.91,3490.315,8774.566,1213.423,-22.478,166.687,3741.154,9405.168,376.427,7.645,4.969
150,3009,18.604,22.157,26.908,13.375,291.225,107.04,164.636,168.737,3024.563,2.126,1.898,10.95,10.91,3490.315,8774.566,1213.423,-22.48,166.687,3741.176,9405.223,376.433,7.645,4.969
151,3029,18.604,22.158,26.908,13.375,291.225,107.04,164.636,168.737,3024.495,2.126,1.898,10.95,10.91,3490.315,8774.566,1213.423,-22.48,166.687,3741.187,9405.251,376.436,7.645,4.969
152,3049,18.608,22.18,26.983,13.378,291.167,107.123,167.805,167.733,2983.708,2.131,1.9,10.954,10.854,3490.315,8774.566,1213.423,-22.481,166.687,3741.192,9405.265,376.438,7.628,4.944
153,3069,18.608,22.191,26.983,13.378,291.167,107.123,167.805,167.733,2963.315,2.131,1.9,10.954,10.854,3489.686,8774.79,1213.462,-22.481,167.769,3741.195,9405.271,376.414,7.628,4.944
154,3089,18.608,22.197,26.983,13.378,291.167,107.123,167.805,167.733,2953.119,2.131,1.9,10.954,10.854,3489.686,8774.79,1213.462,-22.481,167.769,3740.521,9405.515,376.401,7.628,4.944
155,3106,18.608,22.2,26.983,13.378,291.167,107.123,167.805,167.733,2948.021,2.131,1.9,10.954,10.854,3489.686,8774.79,1213.462,-22.481,167.769,3740.522,9405.517,376.395,7.628,4.944
156,3129,18.608,22.201,26.983,13.378,291.167,107.123,167.805,167.733,2945.472,2.131,1.9,10.954,10.854,3489.686,8774.79,1213.462,-22.481,167.769,3740.522,9405.517,376.392,7.628,4.944
157,3149,18.61,22.224,27.021,13.367,291.11,107.971,168.733,166.265,2928.676,2.131,1.902,10.805,10.842,3489.686,8774.79,1213.462,-22.481,167.769,3740.523,9405.518,376.391,7.494,5.044
158,3168,18.61,22.235,27.021,13.367,291.11,107.971,168.733,166.265,2920.277,2.131,1.902,10.805,10.842,3487.305,8774.266,1213.467,-22.487,167.499,3740.523,9405.518,376.39,7.494,5.044
159,3189,18.61,22.241,27.021,13.367,291.11,107.971,168.733,166.265,2916.078,2.131,1.902,10.805,10.842,3487.305,8774.266,1213.467,-22.49,167.499,3738.014,9405.065,376.39,7.494,5.044
160,3206,18.61,22.244,27.021,13.367,291.11,107.971,168.733,166.265,2913.979,2.131,1.902,10.805,10.842,3487.305,8774.266,1213.467,-22.491,167.499,3738.036,9405.12,376.389,7.494,5.044
161,3229,18.61,22.245,27.021,13.367,291.11,107.971,168.733,166.265,2912.929,2.131,1.902,10.805,10.842,3487.305,8774.266,1213.467,-22.492,167.499,3738.047,9405.146,376.389,7.494,5.044
162,3249,18.646,22.268,27.04,13.362,291.11,109.285,163.168,168.505,2929.534,2.131,1.907,10.808,10.854,3487.305,8774.266,1213.467,-22.492,167.499,3738.052,9405.16,376.389,7.656,5.047
163,3269,18.646,22.279,27.04,13.362,291.11,109.285,163.168,168.505,2937.836,2.131,1.907,10.808,10.854,3489.143,8772.666,1213.394,-22.493,165.837,3738.055,9405.168,376.389,7.656,5.047
164,3289,18.646,22.285,27.04,13.362,291.11,109.285,163.168,168.505,2941.987,2.131,1.907,10.808,10.854,3489.143,8772.666,1213.394,-22.493,165.837,3740.027,9403.456,376.389,7.656,5.047
165,3308,18.646,22.288,27.04,13.362,291.11,109.285,163.168,168.505,2944.063,2.131,1.907,10.808,10.854,3489.143,8772.666,1213.394,-22.493,165.837,3740.027,9403.458,376.389,7.656,5.047
166,3329,18.646,22.289,27.04,13.362,291.11,109.285,163.168,168.505,2945.1,2.131,1.907,10.808,10.854,3489.143,8772.666,1213.394,-22.493,165.837,3740.027,9403.458,376.389,7.656,5.047
167,3348,18.664,22.309,27.108,13.36,291.156,110.211,162.395,167.656,2933.437,2.136,1.9,10.808,10.903,3489.143,8772.666,1213.394,-22.493,165.837,3740.028,9403.46,376.389,7.711,5.022
168,3366,18.664,22.318,27.108,13.36,291.156,110.211,162.395,167.656,2927.605,2.136,1.9,10.808,10.903,3488.282,8771.919,1213.288,-22.499,165.025,3740.028,9403.46,376.398,7.711,5.022
169,3386,18.664,22.323,27.108,13.36,291.156,110.211,162.395,167.656,2924.689,2.136,1.9,10.808,10.903,3488.282,8771.919,1213.288,-22.501,165.025,3739.148,9402.768,376.402,7.711,5.022
170,3407,18.664,22.326,27.108,13.36,291.156,110.211,162.395,167.656,2923.231,2.136,1.9,10.808,10.903,3488.282,8771.919,1213.288,-22.503,165.025,3739.17,9402.823,376.404,7.711,5.022
171,3426,18.664,22.327,27.108,13.36,291.156,110.211,162.395,167.656,2922.502,2.136,1.9,10.808,10.903,3488.282,8771.919,1213.288,-22.504,165.025,3739.181,9402.85,376.405,7.711,5.022
172,3446,18.673,22.343,27.142,13.358,291.197,110.303,167.187,165.029,2957.263,2.133,1.9,10.802,10.922,3488.282,8771.919,1213.288,-22.504,165.025,3739.186,9402.863,376.406,7.575,4.969
173,3466,18.673,22.352,27.142,13.358,291.197,110.303,167.187,165.029,2974.643,2.133,1.9,10.802,10.922,3485.64,8770.344,1213.156,-22.516,166.108,3739.189,9402.87,376.414,7.575,4.969
174,3486,18.673,22.356,27.142,13.358,291.197,110.303,167.187,165.029,2983.333,2.133,1.9,10.802,10.922,3485.64,8770.344,1213.156,-22.522,166.108,3736.445,9401.404,376.418,7.575,4.969
175,3507,18.673,22.358,27.142,13.358,291.197,110.303,167.187,165.029,2987.678,2.133,1.9,10.802,10.922,3485.64,8770.344,1213.156,-22.525,166.108,3736.489,9401.514,376.421,7.575,4.969
176,3528,18.673,22.359,27.142,13.358,291.197,110.303,167.187,165.029,2989.85,2.133,1.9,10.802,10.922,3485.64,8770.344,1213.156,-22.526,166.108,3736.511,9401.57,376.422,7.575,4.969
177,3546,18.701,22.378,27.159,13.346,291.2,109.524,164.559,166.883,3037.377,2.128,1.905,10.808,10.928,3485.64,8770.344,1213.156,-22.527,166.108,3736.522,9401.598,376.422,7.606,5.128
178,3566,18.701,22.388,27.159,13.346,291.2,109.524,164.559,166.883,3061.141,2.128,1.905,10.808,10.928,3483.921,8768.274,1212.988,-22.533,165.721,3736.527,9401.611,376.372,7.606,5.128
179,3586,18.701,22.393,27.159,13.346,291.2,109.524,164.559,166.883,3073.023,2.128,1.905,10.808,10.928,3483.921,8768.274,1212.988,-22.536,165.721,3734.731,9399.509,376.347,7.606,5.128
180,3606,18.701,22.395,27.159,13.346,291.2,109.524,164.559,166.883,3078.964,2.128,1.905,10.808,10.928,3483.921,8768.274,1212.988,-22.538,165.721,3734.754,9399.567,376.334,7.606,5.128
181,3626,18.701,22.396,27.159,13.346,291.2,109.524,164.559,166.883,3081.935,2.128,1.905,10.808,10.928,3483.921,8768.274,1212.988,-22.538,165.721,3734.766,9399.596,376.328,7.606,5.128
182,3646,18.715,22.409,27.168,13.34,291.191,108.801,166.028,165.647,3016.943,2.133,1.914,10.808,10.907,3483.921,8768.274,1212.988,-22.539,165.721,3734.771,9399.61,376.325,7.628,5.178
183,3666,18.715,22.416,27.168,13.34,291.191,108.801,166.028,165.647,2984.447,2.133,1.914,10.808,10.907,3484.351,8767.622,1212.778,-22.539,165.837,3734.774,9399.617,376.231,7.628,5.178
184,3686,18.715,22.419,27.168,13.34,291.191,108.801,166.028,165.647,2968.199,2.133,1.914,10.808,10.907,3484.351,8767.622,1212.778,-22.539,165.837,3735.236,9398.923,376.184,7.628,5.178
185,3706,18.715,22.421,27.168,13.34,291.191,108.801,166.028,165.647,2960.075,2.133,1.914,10.808,10.907,3484.351,8767.622,1212.778,-22.539,165.837,3735.237,9398.924,376.161,7.628,5.178
186,3726,18.715,22.422,27.168,13.34,291.191,108.801,166.028,165.647,2956.013,2.133,1.914,10.808,10.907,3484.351,8767.622,1212.778,-22.539,165.837,3735.237,9398.925,376.149,7.628,5.178
187,3746,18.722,22.444,27.243,13.336,291.169,108.912,161.854,167.347,2965.855,2.131,1.917,10.805,10.869,3484.351,8767.622,1212.778,-22.539,165.837,3735.237,9398.925,376.143,7.6,5.103
188,3766,18.722,22.455,27.243,13.336,291.169,108.912,161.854,167.347,2970.776,2.131,1.917,10.805,10.869,3482.259,8766.13,1212.512,-22.533,164.6,3735.238,9398.926,376.141,7.6,5.103
189,3786,18.722,22.461,27.243,13.336,291.169,108.912,161.854,167.347,2973.237,2.131,1.917,10.805,10.869,3482.259,8766.13,1212.512,-22.531,164.6,3732.952,9397.216,376.139,7.6,5.103
190,3806,18.722,22.464,27.243,13.336,291.169,108.912,161.854,167.347,2974.467,2.131,1.917,10.805,10.869,3482.259,8766.13,1212.512,-22.529,164.6,3732.931,9397.163,376.138,7.6,5.103
191,3826,18.722,22.465,27.243,13.336,291.169,108.912,161.854,167.347,2975.082,2.131,1.917,10.805,10.869,3482.259,8766.13,1212.512,-22.528,164.6,3732.919,9397.135,376.138,7.6,5.103
192,3846,18.761,22.466,27.28,13.347,291.148,109.626,163.709,166.497,2978.853,2.131,1.917,10.808,10.866,3482.259,8766.13,1212.512,-22.528,164.6,3732.914,9397.121,376.138,7.736,4.858
193,3866,18.761,22.466,27.28,13.347,291.148,109.626,163.709,166.497,2980.738,2.131,1.917,10.808,10.866,3480.42,8763.576,1212.24,-22.528,165.103,3732.912,9397.115,376.138,7.736,4.858
194,3886,18.761,22.466,27.28,13.347,291.148,109.626,163.709,166.497,2981.681,2.131,1.917,10.808,10.866,3480.42,8763.576,1212.24,-22.528,165.103,3730.939,9394.374,376.138,7.736,4.858
195,3906,18.761,22.466,27.28,13.347,291.148,109.626,163.709,166.497,2982.152,2.131,1.917,10.808,10.866,3480.42,8763.576,1212.24,-22.528,165.103,3730.938,9394.372,376.138,7.736,4.858
196,3926,18.761,22.466,27.28,13.347,291.148,109.626,163.709,166.497,2982.388,2.131,1.917,10.808,10.866,3480.42,8763.576,1212.24,-22.528,165.103,3730.938,9394.371,376.138,7.736,4.858
197,3946,18.781,22.47,27.299,13.352,291.11,110.261,166.028,166.883,2976.693,2.133,1.907,10.805,10.869,3480.42,8763.576,1212.24,-22.528,165.103,3730.938,9394.371,376.138,7.659,4.867
198,3966,18.781,22.471,27.299,13.352,291.11,110.261,166.028,166.883,2973.845,2.133,1.907,10.805,10.869,3480.374,8762.376,1212.01,-22.533,166.455,3730.937,9394.37,376.087,7.659,4.867
199,3986,18.781,22.472,27.299,13.352,291.11,110.261,166.028,166.883,2972.421,2.133,1.907,10.805,10.869,3480.374,8762.376,1212.01,-22.536,166.455,3730.931,9393.193,376.062,7.659,4.867
200,4006,18.781,22.472,27.299,13.352,291.11,110.261,166.028,166.883,2971.709,2.133,1.907,10.805,10.869,3480.374,8762.376,1212.01,-22.538,166.455,3730.953,9393.247,376.05,7.659,4.867
201,4026,18.781,22.472,27.299,13.352,291.11,110.261,166.028,166.883,2971.354,2.133,1.907,10.805,10.869,3480.374,8762.376,1212.01,-22.539,166.455,3730.963,9393.274,376.043,7.659,4.867
202,4046,18.79,22.479,27.379,13.354,291.026,110.375,164.25,166.033,2958.993,2.126,1.902,10.808,10.907,3480.374,8762.376,1212.01,-22.539,166.455,3730.969,9393.288,376.04,7.659,5.025
203,4066,18.79,22.482,27.379,13.354,291.026,110.375,164.25,166.033,2952.813,2.126,1.902,10.808,10.907,3479.527,8760.951,1211.825,-22.545,165.142,3730.972,9393.296,375.964,7.659,5.025
204,4086,18.79,22.484,27.379,13.354,291.026,110.375,164.25,166.033,2949.723,2.126,1.902,10.808,10.907,3479.527,8760.951,1211.825,-22.548,165.142,3730.109,9391.88,375.925,7.659,5.025
205,4106,18.79,22.484,27.379,13.354,291.026,110.375,164.25,166.033,2948.178,2.126,1.902,10.808,10.907,3479.527,8760.951,1211.825,-22.549,165.142,3730.131,9391.937,375.906,7.659,5.025
206,4126,18.79,22.485,27.379,13.354,291.026,110.375,164.25,166.033,2947.405,2.126,1.902,10.808,10.907,3479.527,8760.951,1211.825,-22.55,165.142,3730.143,9391.965,375.896,7.659,5.025
207,4147,18.819,22.485,27.419,13.356,290.91,110.172,164.25,166.033,2947.019,2.126,1.902,10.808,10.907,3479.527,8760.951,1211.825,-22.551,165.142,3730.148,9391.978,375.892,7.659,5.025
208,4166,18.819,22.501,27.419,13.356,290.91,110.172,163.554,166.265,2935.386,2.133,1.9,10.805,10.91,3479.527,8760.951,1211.825,-22.551,165.142,3730.151,9391.985,375.889,7.544,5.022
209,4186,18.819,22.509,27.419,13.356,290.91,110.172,163.554,166.265,2929.569,2.133,1.9,10.805,10.91,3478.369,8760.271,1211.625,-22.551,164.91,3730.153,9391.989,375.753,7.544,5.022
210,4206,18.819,22.509,27.419,13.356,290.91,110.172,163.554,166.265,2929.569,2.133,1.9,10.805,10.91,3478.369,8760.271,1211.625,-22.551,164.91,3730.153,9391.989,375.753,7.544,5.022
211,4227,18.819,22.513,27.419,13.356,290.91,110.172,163.554,166.265,2926.661,2.133,1.9,10.805,10.91,3478.369,8760.271,1211.625,-22.551,164.91,3728.911,9391.261,375.685,7.544,5.022
212,4247,18.833,22.515,27.439,13.356,290.769,110.627,163.554,166.265,2925.207,2.133,1.9,10.805,10.91,3478.369,8760.271,1211.625,-22.551,164.91,3728.911,9391.262,375.651,7.544,5.022
213,4269,18.833,22.544,27.439,13.356,290.769,110.627,164.636,168.583,2933.879,2.128,1.9,10.808,10.907,3478.369,8760.271,1211.625,-22.551,164.91,3728.911,9391.262,375.634,7.656,4.994
214,4289,18.833,22.559,27.439,13.356,290.769,110.627,164.636,168.583,2938.215,2.128,1.9,10.808,10.907,3475.635,8758.847,1211.493,-22.557,166.61,3728.912,9391.263,375.5,7.656,4.994
215,4309,18.833,22.566,27.439,13.356,290.769,110.627,164.636,168.583,2940.383,2.128,1.9,10.808,10.907,3475.635,8758.847,1211.493,-22.56,166.61,3726.024,9389.845,375.433,7.656,4.994
216,4327,18.833,22.569,27.439,13.356,290.769,110.627,164.636,168.583,2941.467,2.128,1.9,10.808,10.907,3475.635,8758.847,1211.493,-22.561,166.61,3726.046,9389.9,375.399,7.656,4.994
217,4346,18.84,22.571,27.508,13.357,290.651,111.772,164.636,168.583,2942.009,2.128,1.9,10.808,10.907,3475.635,8758.847,1211.493,-22.562,166.61,3726.056,9389.927,375.382,7.656,4.994
218,4368,18.84,22.588,27.508,13.357,290.651,111.772,166.26,165.492,2925.027,2.126,1.898,10.808,10.931,3475.635,8758.847,1211.493,-22.562,166.61,3726.062,9389.941,375.374,7.792,4.967
219,4388,18.84,22.596,27.508,13.357,290.651,111.772,166.26,165.492,2916.536,2.126,1.898,10.808,10.931,3477.899,8756.937,1211.272,-22.574,165.876,3726.064,9389.947,375.37,7.792,4.967
220,4408,18.84,22.6,27.508,13.357,290.651,111.772,166.26,165.492,2912.291,2.126,1.898,10.808,10.931,3477.899,8756.937,1211.272,-22.58,165.876,3728.579,9388.121,375.368,7.792,4.967
221,4427,18.84,22.602,27.508,13.357,290.651,111.772,166.26,165.492,2910.168,2.126,1.898,10.808,10.931,3477.899,8756.937,1211.272,-22.583,165.876,3728.623,9388.231,375.367,7.792,4.967
222,4446,18.879,22.604,27.542,13.345,290.556,112.391,166.26,165.492,2909.106,2.126,1.898,10.808,10.931,3477.899,8756.937,1211.272,-22.584,165.876,3728.645,9388.287,375.366,7.792,4.967
223,4466,18.879,22.623,27.542,13.345,290.556,112.391,163.941,168.119,2906.102,2.117,1.9,10.808,10.937,3477.899,8756.937,1211.272,-22.585,165.876,3728.656,9388.315,375.366,7.567,4.969
224,4486,18.879,22.633,27.542,13.345,290.556,112.391,163.941,168.119,2904.6,2.117,1.9,10.808,10.937,3476.718,8755.607,1211.041,-22.585,166.03,3728.662,9388.329,375.366,7.567,4.969
225,4506,18.879,22.637,27.542,13.345,290.556,112.391,163.941,168.119,2903.849,2.117,1.9,10.808,10.937,3476.718,8755.607,1211.041,-22.586,166.03,3727.399,9386.911,375.366,7.567,4.969
226,4526,18.898,22.64,27.559,13.339,290.517,111.82,163.941,168.119,2903.474,2.117,1.9,10.808,10.937,3476.718,8755.607,1211.041,-22.586,166.03,3727.4,9386.914,375.366,7.567,4.969
227,4546,18.898,22.64,27.559,13.339,290.517,111.82,163.941,168.119,2903.474,2.117,1.9,10.808,10.937,3476.718,8755.607,1211.041,-22.586,166.03,3727.4,9386.914,375.366,7.567,4.969
228,4566,18.898,22.657,27.559,13.339,290.517,111.82,163.091,165.338,2915.684,2.117,1.898,10.808,10.99,3476.718,8755.607,1211.041,-22.586,166.03,3727.401,9386.916,375.366,7.581,5.011
229,4586,18.898,22.665,27.559,13.339,290.517,111.82,163.091,165.338,2921.882,2.117,1.898,10.808,10.99,3475.383,8753.793,1210.779,-22.586,164.214,3727.401,9386.917,375.215,7.581,5.011
230,4606,18.898,22.67,27.559,13.339,290.517,111.82,163.091,165.338,2924.982,2.117,1.898,10.808,10.99,3475.383,8753.793,1210.779,-22.586,164.214,3725.97,9384.972,375.14,7.581,5.011
231,4626,18.908,22.672,27.638,13.336,290.479,110.792,163.091,165.338,2926.531,2.117,1.898,10.808,10.99,3475.383,8753.793,1210.779,-22.586,164.214,3725.97,9384.972,375.102,7.581,5.011
232,4648,18.908,22.672,27.638,13.336,290.479,110.792,163.091,165.338,2926.531,2.117,1.898,10.808,10.99,3475.383,8753.793,1210.779,-22.586,164.214,3725.97,9384.972,375.102,7.581,5.011
233,4667,18.908,22.673,27.638,13.336,290.479,110.792,163.091,165.338,2927.306,2.117,1.898,10.808,10.99,3475.383,8753.793,1210.779,-22.586,164.214,3725.97,9384.972,375.083,7.581,5.011
234,4686,18.908,22.686,27.638,13.336,290.479,110.792,164.559,163.252,2939.01,2.124,1.893,10.805,11.005,3475.383,8753.793,1210.779,-22.586,164.214,3725.97,9384.972,375.074,7.659,5.022
235,4706,18.908,22.692,27.638,13.336,290.479,110.792,164.559,163.252,2944.862,2.124,1.893,10.805,11.005,3471.941,8752.019,1210.498,-22.586,163.905,3725.97,9384.972,375.069,7.659,5.022
236,4726,18.908,22.695,27.638,13.336,290.479,110.792,164.559,163.252,2947.788,2.124,1.893,10.805,11.005,3471.941,8752.019,1210.498,-22.586,163.905,3722.28,9383.069,375.067,7.659,5.022
237,4746,18.936,22.697,27.678,13.347,290.433,110.149,164.559,163.252,2949.251,2.124,1.893,10.805,11.005,3471.941,8752.019,1210.498,-22.586,163.905,3722.28,9383.069,375.066,7.659,5.022
